YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,1,AK,Total Electric Power Industry,Total,"560,949"
2020,1,AK,Total Electric Power Industry,Coal,"49,127"
2020,1,AK,Total Electric Power Industry,Hydroelectric Conventional,"155,992"
2020,1,AK,Total Electric Power Industry,Natural Gas,"228,403"
2020,1,AK,Total Electric Power Industry,Other,-245
2020,1,AK,Total Electric Power Industry,Petroleum,"110,164"
2020,1,AK,Total Electric Power Industry,Other Biomass,"3,296"
2020,1,AK,Total Electric Power Industry,Wind,"14,212"
2020,1,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,1,AK,"Combined Heat and Power, Industrial Power",Total,"9,538"
2020,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"4,290"
2020,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,"5,177"
2020,1,AK,"Combined Heat and Power, Industrial Power",Other Biomass,71
2020,1,AK,"Combined Heat and Power, Commercial Power",Total,"24,470"
2020,1,AK,"Combined Heat and Power, Commercial Power",Coal,"6,465"
2020,1,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"12,933"
2020,1,AK,"Combined Heat and Power, Commercial Power",Natural Gas,2
2020,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,"1,845"
2020,1,AK,"Combined Heat and Power, Commercial Power",Other Biomass,"3,225"
2020,1,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,1,AK,"Combined Heat and Power, Electric Power",Total,"19,710"
2020,1,AK,"Combined Heat and Power, Electric Power",Coal,"19,710"
2020,1,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2020,1,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2020,1,AK,"Electric Generators, Independent Power Producers",Total,"5,364"
2020,1,AK,"Electric Generators, Independent Power Producers",Petroleum,204
2020,1,AK,"Electric Generators, Independent Power Producers",Wind,"5,160"
2020,1,AK,"Electric Generators, Electric Utilities",Total,"501,867"
2020,1,AK,"Electric Generators, Electric Utilities",Coal,"22,952"
2020,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"143,059"
2020,1,AK,"Electric Generators, Electric Utilities",Natural Gas,"224,111"
2020,1,AK,"Electric Generators, Electric Utilities",Other,-245
2020,1,AK,"Electric Generators, Electric Utilities",Petroleum,"102,939"
2020,1,AK,"Electric Generators, Electric Utilities",Wind,"9,051"
2020,1,AL,Total Electric Power Industry,Total,"11,423,817"
2020,1,AL,Total Electric Power Industry,Coal,"1,954,550"
2020,1,AL,Total Electric Power Industry,Hydroelectric Conventional,"1,219,678"
2020,1,AL,Total Electric Power Industry,Natural Gas,"3,938,905"
2020,1,AL,Total Electric Power Industry,Nuclear,"3,994,825"
2020,1,AL,Total Electric Power Industry,Other Gases,312
2020,1,AL,Total Electric Power Industry,Other,0
2020,1,AL,Total Electric Power Industry,Petroleum,362
2020,1,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"18,344"
2020,1,AL,Total Electric Power Industry,Other Biomass,"3,643"
2020,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"293,197"
2020,1,AL,"Combined Heat and Power, Industrial Power",Total,"411,861"
2020,1,AL,"Combined Heat and Power, Industrial Power",Coal,0
2020,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,"118,046"
2020,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,312
2020,1,AL,"Combined Heat and Power, Industrial Power",Other,0
2020,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,306
2020,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2020,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"293,197"
2020,1,AL,"Combined Heat and Power, Electric Power",Total,"186,647"
2020,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,"186,647"
2020,1,AL,"Electric Generators, Independent Power Producers",Total,"2,447,358"
2020,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,"2,426,719"
2020,1,AL,"Electric Generators, Independent Power Producers",Other,0
2020,1,AL,"Electric Generators, Independent Power Producers",Petroleum,70
2020,1,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"16,925"
2020,1,AL,"Electric Generators, Independent Power Producers",Other Biomass,"3,643"
2020,1,AL,"Electric Generators, Electric Utilities",Total,"8,377,951"
2020,1,AL,"Electric Generators, Electric Utilities",Coal,"1,954,550"
2020,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,219,678"
2020,1,AL,"Electric Generators, Electric Utilities",Natural Gas,"1,207,493"
2020,1,AL,"Electric Generators, Electric Utilities",Nuclear,"3,994,825"
2020,1,AL,"Electric Generators, Electric Utilities",Petroleum,-14
2020,1,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,419"
2020,1,AR,Total Electric Power Industry,Total,"4,371,876"
2020,1,AR,Total Electric Power Industry,Coal,"854,701"
2020,1,AR,Total Electric Power Industry,Pumped Storage,"1,123"
2020,1,AR,Total Electric Power Industry,Hydroelectric Conventional,"385,918"
2020,1,AR,Total Electric Power Industry,Natural Gas,"1,634,540"
2020,1,AR,Total Electric Power Industry,Nuclear,"1,385,498"
2020,1,AR,Total Electric Power Industry,Other,513
2020,1,AR,Total Electric Power Industry,Petroleum,"1,807"
2020,1,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,"10,807"
2020,1,AR,Total Electric Power Industry,Other Biomass,"9,723"
2020,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"87,247"
2020,1,AR,"Combined Heat and Power, Industrial Power",Total,"115,080"
2020,1,AR,"Combined Heat and Power, Industrial Power",Coal,"4,269"
2020,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,"23,018"
2020,1,AR,"Combined Heat and Power, Industrial Power",Other,531
2020,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,15
2020,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"87,247"
2020,1,AR,"Combined Heat and Power, Commercial Power",Total,"4,969"
2020,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,"3,716"
2020,1,AR,"Combined Heat and Power, Commercial Power",Other,-18
2020,1,AR,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,898
2020,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,374
2020,1,AR,"Combined Heat and Power, Electric Power",Total,"117,338"
2020,1,AR,"Combined Heat and Power, Electric Power",Natural Gas,"113,932"
2020,1,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,AR,"Combined Heat and Power, Electric Power",Other Biomass,"3,406"
2020,1,AR,"Electric Generators, Independent Power Producers",Total,"340,342"
2020,1,AR,"Electric Generators, Independent Power Producers",Coal,"319,818"
2020,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,762"
2020,1,AR,"Electric Generators, Independent Power Producers",Petroleum,0
2020,1,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"9,819"
2020,1,AR,"Electric Generators, Independent Power Producers",Other Biomass,"5,944"
2020,1,AR,"Electric Generators, Electric Utilities",Total,"3,794,147"
2020,1,AR,"Electric Generators, Electric Utilities",Coal,"530,613"
2020,1,AR,"Electric Generators, Electric Utilities",Pumped Storage,"1,123"
2020,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"381,156"
2020,1,AR,"Electric Generators, Electric Utilities",Natural Gas,"1,493,874"
2020,1,AR,"Electric Generators, Electric Utilities",Nuclear,"1,385,498"
2020,1,AR,"Electric Generators, Electric Utilities",Petroleum,"1,792"
2020,1,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,90
2020,1,AZ,Total Electric Power Industry,Total,"8,569,655"
2020,1,AZ,Total Electric Power Industry,Coal,"1,133,561"
2020,1,AZ,Total Electric Power Industry,Pumped Storage,"-5,149"
2020,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,"520,256"
2020,1,AZ,Total Electric Power Industry,Natural Gas,"3,534,418"
2020,1,AZ,Total Electric Power Industry,Nuclear,"2,975,994"
2020,1,AZ,Total Electric Power Industry,Other,-415
2020,1,AZ,Total Electric Power Industry,Petroleum,"2,529"
2020,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"345,355"
2020,1,AZ,Total Electric Power Industry,Other Biomass,"2,687"
2020,1,AZ,Total Electric Power Industry,Wind,"42,505"
2020,1,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"17,915"
2020,1,AZ,"Combined Heat and Power, Commercial Power",Total,"10,960"
2020,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,"10,125"
2020,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2020,1,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,835
2020,1,AZ,"Combined Heat and Power, Electric Power",Total,"1,357"
2020,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,"1,357"
2020,1,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,AZ,"Electric Generators, Independent Power Producers",Total,"1,480,279"
2020,1,AZ,"Electric Generators, Independent Power Producers",Natural Gas,"1,114,985"
2020,1,AZ,"Electric Generators, Independent Power Producers",Other,-415
2020,1,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"302,603"
2020,1,AZ,"Electric Generators, Independent Power Producers",Other Biomass,"2,687"
2020,1,AZ,"Electric Generators, Independent Power Producers",Wind,"42,505"
2020,1,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"17,915"
2020,1,AZ,"Electric Generators, Electric Utilities",Total,"7,077,058"
2020,1,AZ,"Electric Generators, Electric Utilities",Coal,"1,133,561"
2020,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,"-5,149"
2020,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"520,256"
2020,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,"2,407,951"
2020,1,AZ,"Electric Generators, Electric Utilities",Nuclear,"2,975,994"
2020,1,AZ,"Electric Generators, Electric Utilities",Other,0
2020,1,AZ,"Electric Generators, Electric Utilities",Petroleum,"2,528"
2020,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"41,917"
2020,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2020,1,CA,Total Electric Power Industry,Total,"14,274,819"
2020,1,CA,Total Electric Power Industry,Coal,"23,721"
2020,1,CA,Total Electric Power Industry,Geothermal,"864,667"
2020,1,CA,Total Electric Power Industry,Pumped Storage,"-62,422"
2020,1,CA,Total Electric Power Industry,Hydroelectric Conventional,"1,555,996"
2020,1,CA,Total Electric Power Industry,Natural Gas,"6,758,683"
2020,1,CA,Total Electric Power Industry,Nuclear,"1,689,545"
2020,1,CA,Total Electric Power Industry,Other Gases,"92,954"
2020,1,CA,Total Electric Power Industry,Other,"67,018"
2020,1,CA,Total Electric Power Industry,Petroleum,"4,067"
2020,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,615,443"
2020,1,CA,Total Electric Power Industry,Other Biomass,"242,565"
2020,1,CA,Total Electric Power Industry,Wind,"1,133,063"
2020,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"289,519"
2020,1,CA,"Combined Heat and Power, Industrial Power",Total,"1,185,857"
2020,1,CA,"Combined Heat and Power, Industrial Power",Coal,"23,721"
2020,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,"950,328"
2020,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,"92,954"
2020,1,CA,"Combined Heat and Power, Industrial Power",Other,"51,187"
2020,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,445
2020,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"2,708"
2020,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,235
2020,1,CA,"Combined Heat and Power, Industrial Power",Wind,154
2020,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"64,125"
2020,1,CA,"Combined Heat and Power, Commercial Power",Total,"218,742"
2020,1,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,1,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,208
2020,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,"143,006"
2020,1,CA,"Combined Heat and Power, Commercial Power",Other,-22
2020,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,26
2020,1,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"9,262"
2020,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,"65,658"
2020,1,CA,"Combined Heat and Power, Commercial Power",Wind,604
2020,1,CA,"Combined Heat and Power, Electric Power",Total,"1,094,322"
2020,1,CA,"Combined Heat and Power, Electric Power",Coal,0
2020,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,"991,124"
2020,1,CA,"Combined Heat and Power, Electric Power",Other,"9,597"
2020,1,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,379
2020,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,"15,490"
2020,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"77,732"
2020,1,CA,"Electric Generators, Independent Power Producers",Total,"6,295,497"
2020,1,CA,"Electric Generators, Independent Power Producers",Geothermal,"818,171"
2020,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"87,025"
2020,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,"2,406,200"
2020,1,CA,"Electric Generators, Independent Power Producers",Other,"6,973"
2020,1,CA,"Electric Generators, Independent Power Producers",Petroleum,654
2020,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,575,986"
2020,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,"155,445"
2020,1,CA,"Electric Generators, Independent Power Producers",Wind,"1,097,379"
2020,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"147,663"
2020,1,CA,"Electric Generators, Electric Utilities",Total,"5,480,400"
2020,1,CA,"Electric Generators, Electric Utilities",Geothermal,"46,496"
2020,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,"-62,422"
2020,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,468,763"
2020,1,CA,"Electric Generators, Electric Utilities",Natural Gas,"2,268,024"
2020,1,CA,"Electric Generators, Electric Utilities",Nuclear,"1,689,545"
2020,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2020,1,CA,"Electric Generators, Electric Utilities",Other,-718
2020,1,CA,"Electric Generators, Electric Utilities",Petroleum,"2,941"
2020,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"27,108"
2020,1,CA,"Electric Generators, Electric Utilities",Other Biomass,"5,737"
2020,1,CA,"Electric Generators, Electric Utilities",Wind,"34,926"
2020,1,CO,Total Electric Power Industry,Total,"4,845,463"
2020,1,CO,Total Electric Power Industry,Coal,"1,984,777"
2020,1,CO,Total Electric Power Industry,Pumped Storage,"-7,837"
2020,1,CO,Total Electric Power Industry,Hydroelectric Conventional,"162,727"
2020,1,CO,Total Electric Power Industry,Natural Gas,"1,451,403"
2020,1,CO,Total Electric Power Industry,Other,"6,083"
2020,1,CO,Total Electric Power Industry,Petroleum,410
2020,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,"75,960"
2020,1,CO,Total Electric Power Industry,Other Biomass,"6,951"
2020,1,CO,Total Electric Power Industry,Wind,"1,156,936"
2020,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,"8,053"
2020,1,CO,"Combined Heat and Power, Industrial Power",Total,"6,313"
2020,1,CO,"Combined Heat and Power, Industrial Power",Coal,0
2020,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,"2,184"
2020,1,CO,"Combined Heat and Power, Industrial Power",Other,"3,831"
2020,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,6
2020,1,CO,"Combined Heat and Power, Industrial Power",Wind,292
2020,1,CO,"Combined Heat and Power, Commercial Power",Total,"6,755"
2020,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,358
2020,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,"3,172"
2020,1,CO,"Combined Heat and Power, Commercial Power",Other,0
2020,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,455"
2020,1,CO,"Combined Heat and Power, Commercial Power",Wind,"1,771"
2020,1,CO,"Combined Heat and Power, Electric Power",Total,"18,163"
2020,1,CO,"Combined Heat and Power, Electric Power",Coal,0
2020,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,"14,892"
2020,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,"3,270"
2020,1,CO,"Electric Generators, Independent Power Producers",Total,"1,177,557"
2020,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"21,970"
2020,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,"145,567"
2020,1,CO,"Electric Generators, Independent Power Producers",Other,"2,270"
2020,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2020,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"74,028"
2020,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,"3,680"
2020,1,CO,"Electric Generators, Independent Power Producers",Wind,"921,988"
2020,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"8,053"
2020,1,CO,"Electric Generators, Electric Utilities",Total,"3,636,676"
2020,1,CO,"Electric Generators, Electric Utilities",Coal,"1,984,777"
2020,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,"-7,837"
2020,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"140,398"
2020,1,CO,"Electric Generators, Electric Utilities",Natural Gas,"1,285,588"
2020,1,CO,"Electric Generators, Electric Utilities",Other,-18
2020,1,CO,"Electric Generators, Electric Utilities",Petroleum,404
2020,1,CO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,477
2020,1,CO,"Electric Generators, Electric Utilities",Wind,"232,886"
2020,1,CT,Total Electric Power Industry,Total,"3,742,314"
2020,1,CT,Total Electric Power Industry,Coal,"-2,483"
2020,1,CT,Total Electric Power Industry,Pumped Storage,"5,148"
2020,1,CT,Total Electric Power Industry,Hydroelectric Conventional,"40,364"
2020,1,CT,Total Electric Power Industry,Natural Gas,"2,015,947"
2020,1,CT,Total Electric Power Industry,Nuclear,"1,555,862"
2020,1,CT,Total Electric Power Industry,Other,"49,573"
2020,1,CT,Total Electric Power Industry,Petroleum,300
2020,1,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"11,551"
2020,1,CT,Total Electric Power Industry,Other Biomass,"41,269"
2020,1,CT,Total Electric Power Industry,Wind,998
2020,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,"23,785"
2020,1,CT,"Combined Heat and Power, Industrial Power",Total,"61,034"
2020,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,"61,028"
2020,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,CT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,6
2020,1,CT,"Combined Heat and Power, Commercial Power",Total,"37,259"
2020,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,"36,948"
2020,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,7
2020,1,CT,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,305
2020,1,CT,"Combined Heat and Power, Electric Power",Total,"10,923"
2020,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,"10,923"
2020,1,CT,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,CT,"Electric Generators, Independent Power Producers",Total,"3,626,745"
2020,1,CT,"Electric Generators, Independent Power Producers",Coal,"-2,483"
2020,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,"5,148"
2020,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"36,418"
2020,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,"1,905,201"
2020,1,CT,"Electric Generators, Independent Power Producers",Nuclear,"1,555,862"
2020,1,CT,"Electric Generators, Independent Power Producers",Other,"49,573"
2020,1,CT,"Electric Generators, Independent Power Producers",Petroleum,-88
2020,1,CT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"11,063"
2020,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,"41,269"
2020,1,CT,"Electric Generators, Independent Power Producers",Wind,998
2020,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"23,785"
2020,1,CT,"Electric Generators, Electric Utilities",Total,"6,352"
2020,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,946"
2020,1,CT,"Electric Generators, Electric Utilities",Natural Gas,"1,847"
2020,1,CT,"Electric Generators, Electric Utilities",Petroleum,381
2020,1,CT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,178
2020,1,CT,"Electric Generators, Electric Utilities",Other Biomass,0
2020,1,DC,Total Electric Power Industry,Total,"19,089"
2020,1,DC,Total Electric Power Industry,Natural Gas,"13,030"
2020,1,DC,Total Electric Power Industry,Petroleum,0
2020,1,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,849
2020,1,DC,Total Electric Power Industry,Other Biomass,"5,210"
2020,1,DC,"Combined Heat and Power, Commercial Power",Total,"18,240"
2020,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,"13,030"
2020,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,1,DC,"Combined Heat and Power, Commercial Power",Other Biomass,"5,210"
2020,1,DC,"Electric Generators, Independent Power Producers",Total,849
2020,1,DC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,849
2020,1,DE,Total Electric Power Industry,Total,"322,903"
2020,1,DE,Total Electric Power Industry,Coal,"-3,146"
2020,1,DE,Total Electric Power Industry,Natural Gas,"302,424"
2020,1,DE,Total Electric Power Industry,Other Gases,"13,651"
2020,1,DE,Total Electric Power Industry,Petroleum,983
2020,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,169"
2020,1,DE,Total Electric Power Industry,Other Biomass,"5,262"
2020,1,DE,Total Electric Power Industry,Wind,559
2020,1,DE,"Combined Heat and Power, Industrial Power",Total,"115,910"
2020,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,"101,417"
2020,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,"13,651"
2020,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,DE,"Combined Heat and Power, Industrial Power",Other Biomass,842
2020,1,DE,"Combined Heat and Power, Commercial Power",Total,559
2020,1,DE,"Combined Heat and Power, Commercial Power",Wind,559
2020,1,DE,"Combined Heat and Power, Electric Power",Total,"3,552"
2020,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2020,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,"3,552"
2020,1,DE,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,DE,"Electric Generators, Independent Power Producers",Total,"202,607"
2020,1,DE,"Electric Generators, Independent Power Producers",Coal,"-3,146"
2020,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,"197,560"
2020,1,DE,"Electric Generators, Independent Power Producers",Petroleum,983
2020,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"2,790"
2020,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,"4,420"
2020,1,DE,"Electric Generators, Electric Utilities",Total,275
2020,1,DE,"Electric Generators, Electric Utilities",Natural Gas,-105
2020,1,DE,"Electric Generators, Electric Utilities",Petroleum,0
2020,1,DE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,380
2020,1,FL,Total Electric Power Industry,Total,"18,571,337"
2020,1,FL,Total Electric Power Industry,Coal,"1,106,386"
2020,1,FL,Total Electric Power Industry,Hydroelectric Conventional,"18,969"
2020,1,FL,Total Electric Power Industry,Natural Gas,"13,520,491"
2020,1,FL,Total Electric Power Industry,Nuclear,"2,785,361"
2020,1,FL,Total Electric Power Industry,Other Gases,17
2020,1,FL,Total Electric Power Industry,Other,"216,774"
2020,1,FL,Total Electric Power Industry,Petroleum,"186,942"
2020,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"355,933"
2020,1,FL,Total Electric Power Industry,Other Biomass,"193,576"
2020,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"186,888"
2020,1,FL,"Combined Heat and Power, Industrial Power",Total,"389,375"
2020,1,FL,"Combined Heat and Power, Industrial Power",Coal,"3,767"
2020,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,"145,315"
2020,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,17
2020,1,FL,"Combined Heat and Power, Industrial Power",Other,"73,374"
2020,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,"1,416"
2020,1,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,187
2020,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,"30,362"
2020,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"134,937"
2020,1,FL,"Combined Heat and Power, Commercial Power",Total,"5,968"
2020,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,"1,992"
2020,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,582
2020,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,"3,394"
2020,1,FL,"Combined Heat and Power, Electric Power",Total,"158,659"
2020,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,"154,152"
2020,1,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,"4,507"
2020,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2020,1,FL,"Electric Generators, Independent Power Producers",Total,"655,912"
2020,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,"318,593"
2020,1,FL,"Electric Generators, Independent Power Producers",Other,"143,549"
2020,1,FL,"Electric Generators, Independent Power Producers",Petroleum,198
2020,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"36,294"
2020,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,"149,430"
2020,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"7,847"
2020,1,FL,"Electric Generators, Electric Utilities",Total,"17,361,423"
2020,1,FL,"Electric Generators, Electric Utilities",Coal,"1,102,619"
2020,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"18,969"
2020,1,FL,"Electric Generators, Electric Utilities",Natural Gas,"12,900,439"
2020,1,FL,"Electric Generators, Electric Utilities",Nuclear,"2,785,361"
2020,1,FL,"Electric Generators, Electric Utilities",Other,-149
2020,1,FL,"Electric Generators, Electric Utilities",Petroleum,"185,327"
2020,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"318,869"
2020,1,FL,"Electric Generators, Electric Utilities",Other Biomass,"5,884"
2020,1,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"44,104"
2020,1,GA,Total Electric Power Industry,Total,"9,244,335"
2020,1,GA,Total Electric Power Industry,Coal,"477,507"
2020,1,GA,Total Electric Power Industry,Pumped Storage,"-27,428"
2020,1,GA,Total Electric Power Industry,Hydroelectric Conventional,"383,846"
