YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,10,SC,"Combined Heat and Power, Industrial Power",Total,"156,912"
2020,10,SC,"Combined Heat and Power, Industrial Power",Coal,"3,589"
2020,10,SC,"Combined Heat and Power, Industrial Power",Natural Gas,"17,707"
2020,10,SC,"Combined Heat and Power, Industrial Power",Other,"3,268"
2020,10,SC,"Combined Heat and Power, Industrial Power",Petroleum,957
2020,10,SC,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,342
2020,10,SC,"Combined Heat and Power, Industrial Power",Other Biomass,"2,930"
2020,10,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"128,119"
2020,10,SC,"Combined Heat and Power, Commercial Power",Total,143
2020,10,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,136
2020,10,SC,"Combined Heat and Power, Commercial Power",Natural Gas,0
2020,10,SC,"Combined Heat and Power, Commercial Power",Petroleum,7
2020,10,SC,"Combined Heat and Power, Electric Power",Total,"56,159"
2020,10,SC,"Combined Heat and Power, Electric Power",Coal,"8,807"
2020,10,SC,"Combined Heat and Power, Electric Power",Natural Gas,"28,492"
2020,10,SC,"Combined Heat and Power, Electric Power",Other,653
2020,10,SC,"Combined Heat and Power, Electric Power",Petroleum,316
2020,10,SC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"17,891"
2020,10,SC,"Electric Generators, Independent Power Producers",Total,"194,622"
2020,10,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,750"
2020,10,SC,"Electric Generators, Independent Power Producers",Natural Gas,"14,058"
2020,10,SC,"Electric Generators, Independent Power Producers",Other,0
2020,10,SC,"Electric Generators, Independent Power Producers",Petroleum,0
2020,10,SC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"157,204"
2020,10,SC,"Electric Generators, Independent Power Producers",Other Biomass,732
2020,10,SC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"18,878"
2020,10,SC,"Electric Generators, Electric Utilities",Total,"7,269,233"
2020,10,SC,"Electric Generators, Electric Utilities",Coal,"923,311"
2020,10,SC,"Electric Generators, Electric Utilities",Pumped Storage,"-53,319"
2020,10,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"149,978"
2020,10,SC,"Electric Generators, Electric Utilities",Natural Gas,"1,667,017"
2020,10,SC,"Electric Generators, Electric Utilities",Nuclear,"4,572,165"
2020,10,SC,"Electric Generators, Electric Utilities",Petroleum,"2,398"
2020,10,SC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,749
2020,10,SC,"Electric Generators, Electric Utilities",Other Biomass,"6,933"
2020,10,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2020,10,SD,Total Electric Power Industry,Total,"1,246,040"
2020,10,SD,Total Electric Power Industry,Coal,"104,815"
2020,10,SD,Total Electric Power Industry,Hydroelectric Conventional,"497,406"
2020,10,SD,Total Electric Power Industry,Natural Gas,"104,271"
2020,10,SD,Total Electric Power Industry,Other,0
2020,10,SD,Total Electric Power Industry,Petroleum,"1,908"
2020,10,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,150
2020,10,SD,Total Electric Power Industry,Other Biomass,0
2020,10,SD,Total Electric Power Industry,Wind,"537,490"
2020,10,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,10,SD,"Combined Heat and Power, Industrial Power",Total,0
2020,10,SD,"Combined Heat and Power, Industrial Power",Natural Gas,0
2020,10,SD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,10,SD,"Combined Heat and Power, Commercial Power",Total,1
2020,10,SD,"Combined Heat and Power, Commercial Power",Petroleum,1
2020,10,SD,"Electric Generators, Independent Power Producers",Total,"473,904"
2020,10,SD,"Electric Generators, Independent Power Producers",Other,0
2020,10,SD,"Electric Generators, Independent Power Producers",Petroleum,0
2020,10,SD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,150
2020,10,SD,"Electric Generators, Independent Power Producers",Wind,"473,755"
2020,10,SD,"Electric Generators, Electric Utilities",Total,"772,134"
2020,10,SD,"Electric Generators, Electric Utilities",Coal,"104,815"
2020,10,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"497,406"
2020,10,SD,"Electric Generators, Electric Utilities",Natural Gas,"104,271"
2020,10,SD,"Electric Generators, Electric Utilities",Petroleum,"1,907"
2020,10,SD,"Electric Generators, Electric Utilities",Other Biomass,0
2020,10,SD,"Electric Generators, Electric Utilities",Wind,"63,735"
2020,10,TN,Total Electric Power Industry,Total,"5,952,672"
2020,10,TN,Total Electric Power Industry,Coal,"1,084,752"
2020,10,TN,Total Electric Power Industry,Pumped Storage,"-52,109"
2020,10,TN,Total Electric Power Industry,Hydroelectric Conventional,"682,218"
2020,10,TN,Total Electric Power Industry,Natural Gas,"1,039,883"
2020,10,TN,Total Electric Power Industry,Nuclear,"3,108,836"
2020,10,TN,Total Electric Power Industry,Other Gases,841
2020,10,TN,Total Electric Power Industry,Other,"1,152"
2020,10,TN,Total Electric Power Industry,Petroleum,"1,559"
2020,10,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"25,505"
2020,10,TN,Total Electric Power Industry,Other Biomass,"6,846"
2020,10,TN,Total Electric Power Industry,Wind,"4,739"
2020,10,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"48,451"
2020,10,TN,"Combined Heat and Power, Industrial Power",Total,"181,374"
2020,10,TN,"Combined Heat and Power, Industrial Power",Coal,"40,154"
2020,10,TN,"Combined Heat and Power, Industrial Power",Natural Gas,"89,807"
2020,10,TN,"Combined Heat and Power, Industrial Power",Other Gases,841
2020,10,TN,"Combined Heat and Power, Industrial Power",Other,"1,152"
2020,10,TN,"Combined Heat and Power, Industrial Power",Petroleum,106
2020,10,TN,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,390
2020,10,TN,"Combined Heat and Power, Industrial Power",Other Biomass,474
2020,10,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"48,451"
2020,10,TN,"Combined Heat and Power, Commercial Power",Total,"15,475"
2020,10,TN,"Combined Heat and Power, Commercial Power",Coal,0
2020,10,TN,"Combined Heat and Power, Commercial Power",Natural Gas,"15,052"
2020,10,TN,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,10,TN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,424
2020,10,TN,"Electric Generators, Independent Power Producers",Total,"37,135"
2020,10,TN,"Electric Generators, Independent Power Producers",Natural Gas,"1,370"
2020,10,TN,"Electric Generators, Independent Power Producers",Petroleum,25
2020,10,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"24,629"
2020,10,TN,"Electric Generators, Independent Power Producers",Other Biomass,"6,372"
2020,10,TN,"Electric Generators, Independent Power Producers",Wind,"4,739"
2020,10,TN,"Electric Generators, Electric Utilities",Total,"5,718,688"
2020,10,TN,"Electric Generators, Electric Utilities",Coal,"1,044,598"
2020,10,TN,"Electric Generators, Electric Utilities",Pumped Storage,"-52,109"
2020,10,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"682,218"
2020,10,TN,"Electric Generators, Electric Utilities",Natural Gas,"933,654"
2020,10,TN,"Electric Generators, Electric Utilities",Nuclear,"3,108,836"
2020,10,TN,"Electric Generators, Electric Utilities",Petroleum,"1,428"
2020,10,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,62
2020,10,TN,"Electric Generators, Electric Utilities",Other Biomass,0
2020,10,TN,"Electric Generators, Electric Utilities",Wind,0
2020,10,TX,Total Electric Power Industry,Total,"38,646,745"
2020,10,TX,Total Electric Power Industry,Coal,"6,663,567"
2020,10,TX,Total Electric Power Industry,Hydroelectric Conventional,"90,063"
2020,10,TX,Total Electric Power Industry,Natural Gas,"19,894,569"
2020,10,TX,Total Electric Power Industry,Nuclear,"3,102,536"
2020,10,TX,Total Electric Power Industry,Other Gases,"193,588"
2020,10,TX,Total Electric Power Industry,Other,"48,012"
2020,10,TX,Total Electric Power Industry,Petroleum,"12,234"
2020,10,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,"730,127"
2020,10,TX,Total Electric Power Industry,Other Biomass,"31,811"
2020,10,TX,Total Electric Power Industry,Wind,"7,812,156"
2020,10,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"68,082"
2020,10,TX,"Combined Heat and Power, Industrial Power",Total,"3,155,594"
2020,10,TX,"Combined Heat and Power, Industrial Power",Natural Gas,"2,964,584"
2020,10,TX,"Combined Heat and Power, Industrial Power",Other Gases,"69,972"
2020,10,TX,"Combined Heat and Power, Industrial Power",Other,"42,793"
2020,10,TX,"Combined Heat and Power, Industrial Power",Petroleum,"9,001"
2020,10,TX,"Combined Heat and Power, Industrial Power",Other Biomass,0
2020,10,TX,"Combined Heat and Power, Industrial Power",Wind,939
2020,10,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"68,305"
2020,10,TX,"Combined Heat and Power, Commercial Power",Total,"53,722"
2020,10,TX,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2020,10,TX,"Combined Heat and Power, Commercial Power",Natural Gas,"51,424"
2020,10,TX,"Combined Heat and Power, Commercial Power",Petroleum,5
2020,10,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,378
2020,10,TX,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,10,TX,"Combined Heat and Power, Commercial Power",Wind,"1,915"
2020,10,TX,"Combined Heat and Power, Electric Power",Total,"3,491,657"
2020,10,TX,"Combined Heat and Power, Electric Power",Natural Gas,"3,361,367"
2020,10,TX,"Combined Heat and Power, Electric Power",Other Gases,"123,616"
2020,10,TX,"Combined Heat and Power, Electric Power",Other,"6,674"
2020,10,TX,"Electric Generators, Independent Power Producers",Total,"25,867,078"
2020,10,TX,"Electric Generators, Independent Power Producers",Coal,"4,674,803"
2020,10,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"2,942"
2020,10,TX,"Electric Generators, Independent Power Producers",Natural Gas,"9,538,201"
2020,10,TX,"Electric Generators, Independent Power Producers",Nuclear,"3,102,536"
2020,10,TX,"Electric Generators, Independent Power Producers",Other,"-1,380"
2020,10,TX,"Electric Generators, Independent Power Producers",Petroleum,656
2020,10,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"728,273"
2020,10,TX,"Electric Generators, Independent Power Producers",Other Biomass,"31,811"
2020,10,TX,"Electric Generators, Independent Power Producers",Wind,"7,789,235"
2020,10,TX,"Electric Generators, Electric Utilities",Total,"6,078,694"
2020,10,TX,"Electric Generators, Electric Utilities",Coal,"1,988,764"
2020,10,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"87,121"
2020,10,TX,"Electric Generators, Electric Utilities",Natural Gas,"3,978,993"
2020,10,TX,"Electric Generators, Electric Utilities",Other,-75
2020,10,TX,"Electric Generators, Electric Utilities",Petroleum,"2,571"
2020,10,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,475"
2020,10,TX,"Electric Generators, Electric Utilities",Other Biomass,0
2020,10,TX,"Electric Generators, Electric Utilities",Wind,"20,067"
2020,10,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,-223
2020,10,US-Total,Total Electric Power Industry,Total,"313,910,019"
2020,10,US-Total,Total Electric Power Industry,Coal,"59,894,572"
2020,10,US-Total,Total Electric Power Industry,Geothermal,"1,379,793"
2020,10,US-Total,Total Electric Power Industry,Pumped Storage,"-423,243"
2020,10,US-Total,Total Electric Power Industry,Hydroelectric Conventional,"18,320,722"
2020,10,US-Total,Total Electric Power Industry,Natural Gas,"131,658,191"
2020,10,US-Total,Total Electric Power Industry,Nuclear,"59,362,465"
2020,10,US-Total,Total Electric Power Industry,Other Gases,"894,765"
2020,10,US-Total,Total Electric Power Industry,Other,"1,054,396"
2020,10,US-Total,Total Electric Power Industry,Petroleum,"1,224,251"
2020,10,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,"7,345,732"
2020,10,US-Total,Total Electric Power Industry,Other Biomass,"1,515,524"
2020,10,US-Total,Total Electric Power Industry,Wind,"28,880,451"
2020,10,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,802,399"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Total,"11,165,150"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Coal,"437,453"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"70,989"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,"7,395,462"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,"656,478"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Other,"375,837"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,"76,859"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"10,254"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,"60,667"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Wind,"95,996"
2020,10,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,985,155"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Total,"1,023,103"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Coal,"16,890"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Geothermal,"38,412"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"13,105"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,"622,908"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Other,"84,345"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,"8,381"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"51,706"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,"163,251"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Wind,"14,473"
2020,10,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"9,632"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Total,"10,949,917"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Coal,"881,434"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,"9,336,935"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Other Gases,"238,740"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Other,"64,982"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Petroleum,"158,054"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,536
2020,10,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,"79,900"
2020,10,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"189,335"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Total,"125,906,328"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Coal,"14,324,258"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Geothermal,"1,272,275"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,"-76,760"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,451,538"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,"48,590,954"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Nuclear,"27,721,388"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2020,10,US-Total,"Electric Generators, Independent Power Producers",Other,"498,731"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Petroleum,"117,271"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,487,226"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,"1,107,442"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Wind,"23,917,428"
2020,10,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"494,578"
2020,10,US-Total,"Electric Generators, Electric Utilities",Total,"164,865,521"
2020,10,US-Total,"Electric Generators, Electric Utilities",Coal,"44,234,537"
2020,10,US-Total,"Electric Generators, Electric Utilities",Geothermal,"69,106"
2020,10,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,"-346,483"
2020,10,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"16,785,091"
2020,10,US-Total,"Electric Generators, Electric Utilities",Natural Gas,"65,711,932"
2020,10,US-Total,"Electric Generators, Electric Utilities",Nuclear,"31,641,077"
2020,10,US-Total,"Electric Generators, Electric Utilities",Other Gases,-452
2020,10,US-Total,"Electric Generators, Electric Utilities",Other,"30,502"
2020,10,US-Total,"Electric Generators, Electric Utilities",Petroleum,"863,685"
2020,10,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"796,010"
2020,10,US-Total,"Electric Generators, Electric Utilities",Other Biomass,"104,264"
2020,10,US-Total,"Electric Generators, Electric Utilities",Wind,"4,852,554"
2020,10,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"123,700"
2020,10,UT,Total Electric Power Industry,Total,"3,492,713"
2020,10,UT,Total Electric Power Industry,Coal,"2,279,883"
2020,10,UT,Total Electric Power Industry,Geothermal,"28,777"
2020,10,UT,Total Electric Power Industry,Hydroelectric Conventional,"59,592"
2020,10,UT,Total Electric Power Industry,Natural Gas,"812,347"
2020,10,UT,Total Electric Power Industry,Other Gases,981
2020,10,UT,Total Electric Power Industry,Other,"11,345"
2020,10,UT,Total Electric Power Industry,Petroleum,"3,681"
2020,10,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"231,495"
2020,10,UT,Total Electric Power Industry,Other Biomass,"6,265"
2020,10,UT,Total Electric Power Industry,Wind,"58,347"
2020,10,UT,"Combined Heat and Power, Industrial Power",Total,"39,740"
2020,10,UT,"Combined Heat and Power, Industrial Power",Natural Gas,"31,498"
2020,10,UT,"Combined Heat and Power, Industrial Power",Other Gases,981
2020,10,UT,"Combined Heat and Power, Industrial Power",Other,"7,261"
2020,10,UT,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,10,UT,"Combined Heat and Power, Commercial Power",Total,"7,339"
2020,10,UT,"Combined Heat and Power, Commercial Power",Natural Gas,"6,188"
2020,10,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,10,UT,"Combined Heat and Power, Commercial Power",Other Biomass,"1,151"
2020,10,UT,"Combined Heat and Power, Electric Power",Total,0
2020,10,UT,"Combined Heat and Power, Electric Power",Natural Gas,0
2020,10,UT,"Electric Generators, Independent Power Producers",Total,"346,171"
2020,10,UT,"Electric Generators, Independent Power Producers",Coal,"32,862"
2020,10,UT,"Electric Generators, Independent Power Producers",Geothermal,"17,937"
2020,10,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,338
2020,10,UT,"Electric Generators, Independent Power Producers",Petroleum,78
2020,10,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"231,495"
2020,10,UT,"Electric Generators, Independent Power Producers",Other Biomass,"5,114"
2020,10,UT,"Electric Generators, Independent Power Producers",Wind,"58,347"
2020,10,UT,"Electric Generators, Electric Utilities",Total,"3,099,463"
2020,10,UT,"Electric Generators, Electric Utilities",Coal,"2,247,021"
2020,10,UT,"Electric Generators, Electric Utilities",Geothermal,"10,840"
2020,10,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"59,254"
2020,10,UT,"Electric Generators, Electric Utilities",Natural Gas,"774,660"
2020,10,UT,"Electric Generators, Electric Utilities",Other,"4,084"
2020,10,UT,"Electric Generators, Electric Utilities",Petroleum,"3,603"
2020,10,VA,Total Electric Power Industry,Total,"7,144,021"
2020,10,VA,Total Electric Power Industry,Coal,"58,414"
2020,10,VA,Total Electric Power Industry,Pumped Storage,"-92,381"
2020,10,VA,Total Electric Power Industry,Hydroelectric Conventional,"74,547"
2020,10,VA,Total Electric Power Industry,Natural Gas,"4,377,603"
2020,10,VA,Total Electric Power Industry,Nuclear,"2,294,293"
2020,10,VA,Total Electric Power Industry,Other,"42,721"
2020,10,VA,Total Electric Power Industry,Petroleum,"15,100"
2020,10,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"125,665"
2020,10,VA,Total Electric Power Industry,Other Biomass,"87,878"
2020,10,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"160,181"
2020,10,VA,"Combined Heat and Power, Industrial Power",Total,"179,330"
2020,10,VA,"Combined Heat and Power, Industrial Power",Coal,"8,003"
2020,10,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,30
2020,10,VA,"Combined Heat and Power, Industrial Power",Natural Gas,"70,323"
2020,10,VA,"Combined Heat and Power, Industrial Power",Petroleum,92
2020,10,VA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,822"
2020,10,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"99,059"
2020,10,VA,"Combined Heat and Power, Commercial Power",Total,"30,504"
2020,10,VA,"Combined Heat and Power, Commercial Power",Coal,0
2020,10,VA,"Combined Heat and Power, Commercial Power",Natural Gas,-319
2020,10,VA,"Combined Heat and Power, Commercial Power",Other,"14,834"
2020,10,VA,"Combined Heat and Power, Commercial Power",Petroleum,"2,847"
2020,10,VA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,222
2020,10,VA,"Combined Heat and Power, Commercial Power",Other Biomass,"12,920"
2020,10,VA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2020,10,VA,"Combined Heat and Power, Electric Power",Total,"246,251"
2020,10,VA,"Combined Heat and Power, Electric Power",Coal,0
2020,10,VA,"Combined Heat and Power, Electric Power",Natural Gas,"246,251"
2020,10,VA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,10,VA,"Electric Generators, Independent Power Producers",Total,"1,268,063"
2020,10,VA,"Electric Generators, Independent Power Producers",Coal,"2,263"
2020,10,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,782"
2020,10,VA,"Electric Generators, Independent Power Producers",Natural Gas,"1,068,703"
2020,10,VA,"Electric Generators, Independent Power Producers",Other,"27,888"
2020,10,VA,"Electric Generators, Independent Power Producers",Petroleum,"1,857"
2020,10,VA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"77,333"
2020,10,VA,"Electric Generators, Independent Power Producers",Other Biomass,"72,786"
2020,10,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"12,452"
2020,10,VA,"Electric Generators, Electric Utilities",Total,"5,419,873"
2020,10,VA,"Electric Generators, Electric Utilities",Coal,"48,148"
2020,10,VA,"Electric Generators, Electric Utilities",Pumped Storage,"-92,381"
2020,10,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"69,735"
2020,10,VA,"Electric Generators, Electric Utilities",Natural Gas,"2,992,645"
2020,10,VA,"Electric Generators, Electric Utilities",Nuclear,"2,294,293"
2020,10,VA,"Electric Generators, Electric Utilities",Petroleum,"10,304"
2020,10,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"48,110"
2020,10,VA,"Electric Generators, Electric Utilities",Other Biomass,350
2020,10,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"48,670"
2020,10,VT,Total Electric Power Industry,Total,"181,221"
2020,10,VT,Total Electric Power Industry,Hydroelectric Conventional,"88,840"
2020,10,VT,Total Electric Power Industry,Natural Gas,105
2020,10,VT,Total Electric Power Industry,Other,-387
2020,10,VT,Total Electric Power Industry,Petroleum,38
2020,10,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"13,792"
2020,10,VT,Total Electric Power Industry,Other Biomass,"5,439"
2020,10,VT,Total Electric Power Industry,Wind,"32,883"
2020,10,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"40,511"
2020,10,VT,"Combined Heat and Power, Commercial Power",Total,253
2020,10,VT,"Combined Heat and Power, Commercial Power",Natural Gas,11
2020,10,VT,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,10,VT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,242
2020,10,VT,"Electric Generators, Independent Power Producers",Total,"94,698"
2020,10,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"57,913"
2020,10,VT,"Electric Generators, Independent Power Producers",Other,0
2020,10,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"9,636"
2020,10,VT,"Electric Generators, Independent Power Producers",Other Biomass,883
2020,10,VT,"Electric Generators, Independent Power Producers",Wind,"18,270"
2020,10,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"7,996"
2020,10,VT,"Electric Generators, Electric Utilities",Total,"86,270"
2020,10,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"30,927"
2020,10,VT,"Electric Generators, Electric Utilities",Natural Gas,94
2020,10,VT,"Electric Generators, Electric Utilities",Other,-387
2020,10,VT,"Electric Generators, Electric Utilities",Petroleum,38
2020,10,VT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"4,156"
2020,10,VT,"Electric Generators, Electric Utilities",Other Biomass,"4,556"
2020,10,VT,"Electric Generators, Electric Utilities",Wind,"14,613"
2020,10,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"32,274"
2020,10,WA,Total Electric Power Industry,Total,"8,435,122"
2020,10,WA,Total Electric Power Industry,Coal,"742,651"
2020,10,WA,Total Electric Power Industry,Pumped Storage,-338
2020,10,WA,Total Electric Power Industry,Hydroelectric Conventional,"4,554,998"
2020,10,WA,Total Electric Power Industry,Natural Gas,"1,384,861"
2020,10,WA,Total Electric Power Industry,Nuclear,"858,556"
2020,10,WA,Total Electric Power Industry,Other Gases,"20,641"
2020,10,WA,Total Electric Power Industry,Other,"5,811"
2020,10,WA,Total Electric Power Industry,Petroleum,"1,149"
2020,10,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,783"
2020,10,WA,Total Electric Power Industry,Other Biomass,"11,495"
2020,10,WA,Total Electric Power Industry,Wind,"745,651"
2020,10,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"105,863"
2020,10,WA,"Combined Heat and Power, Industrial Power",Total,"176,669"
2020,10,WA,"Combined Heat and Power, Industrial Power",Coal,"2,546"
2020,10,WA,"Combined Heat and Power, Industrial Power",Natural Gas,"64,347"
2020,10,WA,"Combined Heat and Power, Industrial Power",Other Gases,"20,641"
2020,10,WA,"Combined Heat and Power, Industrial Power",Petroleum,626
2020,10,WA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,133"
2020,10,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"87,377"
2020,10,WA,"Combined Heat and Power, Commercial Power",Total,"1,361"
2020,10,WA,"Combined Heat and Power, Commercial Power",Natural Gas,5
2020,10,WA,"Combined Heat and Power, Commercial Power",Petroleum,22
2020,10,WA,"Combined Heat and Power, Commercial Power",Other Biomass,"1,334"
2020,10,WA,"Electric Generators, Independent Power Producers",Total,"1,557,362"
2020,10,WA,"Electric Generators, Independent Power Producers",Coal,"740,105"
2020,10,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"23,928"
2020,10,WA,"Electric Generators, Independent Power Producers",Natural Gas,"417,274"
2020,10,WA,"Electric Generators, Independent Power Producers",Other,"5,811"
2020,10,WA,"Electric Generators, Independent Power Producers",Petroleum,210
2020,10,WA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,206"
2020,10,WA,"Electric Generators, Independent Power Producers",Other Biomass,"9,028"
